instanceid,closed,opening,dayofweek,victim_gender,totalnumbervictims,totalsuspects
1FCF368D-ED4C-40C3-B1AB-41ADF7D2FC5D,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,2,1
41FB28A9-642D-4757-BFB0-00F36055CEE2,I--INVESTIGATION PENDING,NA,WEDNESDAY,FEMALE,2,2
43F40AF0-F45E-478C-B855-149150348D57,Z--EARLY CLOSED,1 - DOOR,FRIDAY,FEMALE,1,NA
21388EA5-A29D-4F6B-83F2-C845DBD6A976,Z--EARLY CLOSED,NA,TUESDAY,FEMALE,1,NA
F2FAFB30-EBBF-4916-93C9-9BF007761E74,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
251C681C-C15E-462E-9A45-CA651873C4EF,J--CLOSED,NA,TUESDAY,FEMALE,1,1
6BFC9911-0B89-472E-8AD3-92536C3D1543,J--CLOSED,1 - DOOR,MONDAY,MALE,2,NA
131DF91C-4888-4CBB-8B01-707D8B39550A,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,MALE,2,NA
8325BDBB-CB1D-4017-87D5-6B55990A5B62,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
28EC3580-D9DE-4932-B57B-D02366FA5B21,I--INVESTIGATION PENDING,NA,FRIDAY,MALE,2,2
985EB09D-3378-43F1-985A-D0B668FE125B,F--CLEARED BY ARREST - ADULT,NA,MONDAY,FEMALE,1,1
0720A075-DF2D-4E2D-8DCD-22A2FC4DF75D,H--WARRANT ISSUED,NA,SATURDAY,FEMALE,1,1
61AAC7A6-F00A-44DD-9331-16B215A4F94A,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,MALE,1,1
2D930B78-52CA-404E-BC74-90A230BAB297,I--INVESTIGATION PENDING,NA,THURSDAY,FEMALE,1,NA
843A6D69-4EC8-47A6-A88F-2A52CA03714E,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,4
456343EE-0A95-4C07-A1B5-2E808C441C66,J--CLOSED,2 - WINDOW,FRIDAY,MALE,1,NA
EC5044E1-C99B-4543-AD1C-5A50EE577C87,J--CLOSED,NA,SUNDAY,NA,1,NA
06F3432E-2F08-462C-A799-E5A65FD1F1D2,H--WARRANT ISSUED,NA,SATURDAY,MALE,1,1
9208B2F5-7A51-437F-BBB3-EBCA92A13570,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,2
32E5DA14-16C3-458E-B521-4276DD354E9A,J--CLOSED,NA,TUESDAY,MALE,1,NA
47192442-6D81-4294-ACD8-26222232B3EA,K--UNFOUNDED,NA,TUESDAY,FEMALE,1,1
97991928-A9A5-4DAC-9AA1-53484C5C328C,Z--EARLY CLOSED,NA,TUESDAY,MALE,1,NA
095249EE-C278-4A33-9113-57A86D5D10EC,D--VICTIM REFUSED TO COOPERATE,NA,THURSDAY,FEMALE,1,1
9F4D0037-7F0A-4799-9362-D038A05DD7D1,H--WARRANT ISSUED,NA,FRIDAY,FEMALE,1,3
1C3C9172-04F4-4BF6-8176-147DC126C9AA,Z--EARLY CLOSED,NA,MONDAY,MALE,1,NA
A2BE235E-CA73-4D94-916A-FDB36B72777A,D--VICTIM REFUSED TO COOPERATE,NA,SUNDAY,MALE,2,1
C187BF1D-F74A-4ADE-B33C-7F0A8ADD79BE,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
D6A2C55A-E5DB-47EE-A911-72E364C852F8,J--CLOSED,NA,THURSDAY,FEMALE,1,1
F8621E6A-CD7C-442D-9101-C687902048DF,Z--EARLY CLOSED,NA,NA,FEMALE,1,NA
EFF948F3-662F-401E-BAE9-1EC673A4F1CE,Z--EARLY CLOSED,NA,SATURDAY,MALE,1,1
5276CBC2-70BC-4F5B-9C14-AC563942872D,Z--EARLY CLOSED,NA,FRIDAY,MALE,1,1
1C10C7D6-6055-442D-8EB9-9448946362AD,Z--EARLY CLOSED,NA,WEDNESDAY,NA,1,2
380CDB4B-F4B0-479B-B656-F68AC2BC5AC4,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,FEMALE,1,1
EBB7E557-7073-488A-B7CF-D0B58A89E004,I--INVESTIGATION PENDING,NA,MONDAY,MALE,1,NA
44DECC03-ABFF-4281-8B25-61DECEE1B0A3,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,FEMALE,1,NA
31DFF394-CB11-481F-848C-5CFCA192C264,J--CLOSED,NA,FRIDAY,MALE,1,2
0B4F6A98-3C82-4ED3-B914-73AA02059888,D--VICTIM REFUSED TO COOPERATE,NA,FRIDAY,FEMALE,1,1
32FD2177-9EC7-4DD5-9F44-A13D874BAEC6,G--CLEARED BY ARREST - JUVENILE,NA,TUESDAY,NA,1,NA
DB50517C-BC4A-4C25-B2D3-CE22DA169923,D--VICTIM REFUSED TO COOPERATE,NA,THURSDAY,MALE,2,1
76B613FD-336B-4313-8A05-170D2F27177D,I--INVESTIGATION PENDING,NA,SATURDAY,MALE,1,1
24377E3B-F90D-4E8D-AC22-22E894F82F5B,K--UNFOUNDED,NA,WEDNESDAY,MALE,1,1
32040062-5858-4E00-96CE-FA4DD4AF7B2C,J--CLOSED,NA,SATURDAY,MALE,1,1
5BDC2C33-1E27-4846-A170-40E0055E9A63,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,1
DBB3896E-E4D5-499F-A6D5-165E0AAADEDF,H--WARRANT ISSUED,NA,MONDAY,FEMALE,1,1
981EBB76-D90D-4156-B940-F1C8F8668057,I--INVESTIGATION PENDING,5 - OTHER,MONDAY,MALE,126,NA
5DF44E48-3369-46DB-B5D7-02846497420C,Z--EARLY CLOSED,2 - WINDOW,MONDAY,FEMALE,1,3
D29BEEC1-7702-4016-9C51-7BEAB2137669,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
53523535-22B9-4A07-987A-BF5D6546DEC0,F--CLEARED BY ARREST - ADULT,NA,MONDAY,FEMALE,1,NA
DBF5CDE5-B4EA-462D-8BFE-CFD06FDD9E0E,Z--EARLY CLOSED,NA,SUNDAY,MALE,1,NA
EC1B1B22-176D-426E-A16E-E410C529247F,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
669AE102-B632-404A-B734-8D89E18438CC,D--VICTIM REFUSED TO COOPERATE,NA,SUNDAY,MALE,1,4
05A0C712-F1FD-4E35-BA57-4988B9466DBC,J--CLOSED,NA,TUESDAY,MALE,1,NA
F19C45F6-AB13-4141-91D4-0A3D3A82A137,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,1
2AF85F77-99C6-4565-98DC-03A1FBA69960,J--CLOSED,NA,SATURDAY,NA,1,1
1AF5450D-C650-4CC8-8957-32415F1025BC,Z--EARLY CLOSED,NA,MONDAY,MALE,1,NA
94CE668C-336B-4D9A-B95A-7E02D0D1EB62,J--CLOSED,NA,WEDNESDAY,MALE,1,NA
118BC5EC-389F-46CD-8F6A-A0075C799C54,J--CLOSED,NA,WEDNESDAY,MALE,1,1
12658784-08DB-474E-8439-30E7C37BD510,Z--EARLY CLOSED,1 - DOOR,WEDNESDAY,FEMALE,1,NA
A79EEED2-DFB5-429D-BEE5-B67602CB7314,Z--EARLY CLOSED,NA,THURSDAY,NA,1,NA
4F8C219C-F8DB-4894-85EB-4A904C3BF649,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
94928341-B6DC-4B05-B467-35AC9CF83990,G--CLEARED BY ARREST - JUVENILE,NA,THURSDAY,FEMALE,2,NA
98C1F9F1-67FA-4469-9AAC-677D478C6E21,I--INVESTIGATION PENDING,NA,WEDNESDAY,NA,1,3
2F180A29-F858-4808-92FC-4BDC60825404,Z--EARLY CLOSED,NA,MONDAY,MALE,1,NA
ADBB0A1A-A299-454D-AB18-22E30E8B100A,F--CLEARED BY ARREST - ADULT,NA,MONDAY,MALE,1,2
62CE4EB0-7CF5-47F1-80BC-252511CAAB87,K--UNFOUNDED,NA,FRIDAY,MALE,1,NA
EA15C8DD-DA8E-481D-AE5C-5997DA75BC63,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,MALE,2,NA
EB1B7092-47B0-47B7-BE4C-432583A9E20A,Z--EARLY CLOSED,NA,THURSDAY,MALE,1,NA
FAD59CCF-8D70-4235-A5DB-A4DD904709FC,NA,NA,SATURDAY,MALE,1,NA
2AC7CD96-BC69-4A6E-A12F-3296A8DED5CF,H--WARRANT ISSUED,NA,FRIDAY,FEMALE,1,2
3F75A80A-C351-49F1-8A07-D0A91182C37B,J--CLOSED,NA,SUNDAY,MALE,1,NA
E48319A4-CE83-4F4B-B4ED-100F602113B0,K--UNFOUNDED,NA,TUESDAY,MALE,1,NA
C442C199-FBC3-467B-8A8A-0E2FD93C5903,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,2
C7216844-F90D-4B96-AF8F-75FF133F8EC0,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
022B1766-A024-4FE8-9786-952B5E7FDD15,Z--EARLY CLOSED,NA,NA,MALE,1,NA
01AFC32F-EE1C-4106-82A6-AEBAED5E794A,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
C339C711-C42D-4BC1-B9C3-A81B4539EFB2,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,FEMALE,1,NA
C3EFE9B3-F688-4C88-9EB6-E484682F429A,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
9CBA81D4-6547-4A44-9E29-270100F5054F,I--INVESTIGATION PENDING,NA,MONDAY,FEMALE,1,NA
B8310236-FDF6-412A-B37E-2C53D338153D,F--CLEARED BY ARREST - ADULT,1 - DOOR,SUNDAY,FEMALE,1,1
CEC5A025-E987-48DC-AD37-66E039E9982A,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,2
28FB6074-E2E3-4F3F-8D1E-2493657BB7D1,D--VICTIM REFUSED TO COOPERATE,NA,SATURDAY,FEMALE,1,3
085DBE13-C593-499A-8A99-29BDD62413A8,F--CLEARED BY ARREST - ADULT,NA,MONDAY,MALE,1,1
361AF054-CECB-4AAE-BD10-B47E98C33D42,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,1
5C6BF24B-008B-4870-8847-81213856F3C2,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,MALE,1,NA
500911B5-426A-4FFD-9E99-8CB948E6C8DB,J--CLOSED,1 - DOOR,SUNDAY,NA,1,2
9EBC1CFB-0843-4861-97B6-75C8100C84C1,H--WARRANT ISSUED,NA,MONDAY,FEMALE,1,2
746BE1B1-8B80-4A71-B83C-6DF9CF1B4F57,I--INVESTIGATION PENDING,NA,SUNDAY,FEMALE,1,1
59F18A51-F361-4DE9-8AFD-1AE9FA5934A5,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,1,NA
831584F6-6864-4A33-8B1D-5FBAFED0D4AF,J--CLOSED,NA,SUNDAY,FEMALE,2,NA
639EDE07-CBB7-4D67-8C25-91C91C402B08,Z--EARLY CLOSED,NA,TUESDAY,MALE,3,NA
396E2DA7-7C24-4B29-BA34-722BCAF27C2A,H--WARRANT ISSUED,NA,THURSDAY,FEMALE,2,1
4BDC5FCD-6E78-42B8-8432-C9EC391C52FC,I--INVESTIGATION PENDING,NA,SUNDAY,MALE,1,NA
FAE6BE48-CAD2-4408-99DD-FE6A2F578F86,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
7FFBCBB5-B965-4674-8425-FB46C75183BD,H--WARRANT ISSUED,NA,WEDNESDAY,FEMALE,1,1
E235841C-22FA-4FAE-B359-5F1ADC1F98F2,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,FEMALE,1,NA
381A3303-4AC8-4E0B-89F8-399DBDE3BB2D,D--VICTIM REFUSED TO COOPERATE,NA,MONDAY,FEMALE,1,1
B52A4498-020E-4CDE-A73D-FC7FB6A458F1,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
A24E407E-44C2-472C-99AB-A2DF25E4073D,K--UNFOUNDED,NA,SATURDAY,FEMALE,1,NA
E23104D4-D70E-4B32-AB37-7DD24819DF29,D--VICTIM REFUSED TO COOPERATE,NA,TUESDAY,FEMALE,2,1
DF030E63-2791-4EE4-818B-51F8571849D8,D--VICTIM REFUSED TO COOPERATE,NA,SATURDAY,FEMALE,1,1
39D49222-35C8-46F2-B8A6-1BAE0F132D80,Z--EARLY CLOSED,NA,TUESDAY,NA,1,NA
57465665-0E96-4D53-8FE5-F0383E5AEA9D,J--CLOSED,NA,NA,FEMALE,1,NA
BE904333-D351-4DDE-AFD9-8EE2B07B071E,F--CLEARED BY ARREST - ADULT,NA,MONDAY,FEMALE,1,NA
A968A93C-9C72-4359-87E3-2A6783DDAA6C,I--INVESTIGATION PENDING,NA,TUESDAY,NA,1,NA
10247741-23B1-447C-B155-1994E9F51ACC,H--WARRANT ISSUED,NA,TUESDAY,FEMALE,3,2
ABE812D2-820E-4D5E-9D1B-0D1F1A83473F,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,MALE,1,NA
4C82230D-4C98-4A10-8B42-F82B69603AE2,J--CLOSED,NA,SUNDAY,MALE,2,2
AF562721-3B8E-4BFA-839D-A08530A34D57,Z--EARLY CLOSED,NA,MONDAY,FEMALE,3,1
EB969007-9DC4-4E3A-A0C4-5023160E0924,F--CLEARED BY ARREST - ADULT,NA,MONDAY,FEMALE,1,NA
F414DCAC-0C66-4C31-957C-13322A55364F,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,NA
021FCD0F-FF96-48BB-B257-35A1C7BD3795,J--CLOSED,NA,SUNDAY,NA,1,1
617CC089-36B3-41F6-90FD-6AAD283BCBBF,Z--EARLY CLOSED,NA,SUNDAY,MALE,1,NA
9FF95C63-744D-4952-9890-038A9573B0A3,NA,NA,WEDNESDAY,NA,1,1
C45EEB29-E817-4E4F-AA89-2970FF8985C0,Z--EARLY CLOSED,NA,MONDAY,MALE,2,NA
AD94F00A-A016-4349-8D5C-ACB9177C0C35,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,MALE,1,NA
6C5D136D-A94B-43C7-A12B-9F8CA9A1EDDC,D--VICTIM REFUSED TO COOPERATE,NA,MONDAY,FEMALE,1,1
D761F45E-229C-45D0-BE57-7C7E5BDA8C3D,Z--EARLY CLOSED,NA,MONDAY,MALE,1,NA
7B025044-713B-4B31-8C5B-9EB267AC7617,J--CLOSED,NA,SUNDAY,NA,1,1
7461262E-E325-4FF3-BA13-09F4662BBBFE,Z--EARLY CLOSED,NA,SATURDAY,NA,1,NA
02171651-284E-4871-9668-F7748F5DA3F6,Z--EARLY CLOSED,NA,FRIDAY,MALE,1,NA
9FC2D3CB-A7C4-4875-928E-6201112F2A85,Z--EARLY CLOSED,NA,FRIDAY,NA,1,1
D3F1ED63-010F-4C82-BD5A-3C5FECBE3148,Z--EARLY CLOSED,NA,MONDAY,MALE,1,4
E14A26A5-264E-4F8A-A4EA-3B16C90BBDE9,Z--EARLY CLOSED,NA,FRIDAY,MALE,1,NA
1CFBA40D-CF97-425D-B42F-C0C1F979323F,Z--EARLY CLOSED,3 - GARAGE,MONDAY,FEMALE,1,1
CDF2DD8C-B0FA-41D5-B69D-B2ECDBE711E5,Z--EARLY CLOSED,NA,TUESDAY,NA,1,NA
8554B3CE-0B12-4633-A6C5-F46E3B4C0121,K--UNFOUNDED,NA,MONDAY,FEMALE,1,1
6C2F8DB1-D6AF-4BE3-A833-9DAC7BEBED4D,H--WARRANT ISSUED,NA,FRIDAY,FEMALE,1,2
B0C7DC28-5B7D-4AF6-A274-BCF0D2DE9DB3,Z--EARLY CLOSED,NA,SATURDAY,MALE,1,NA
AB78C4B6-7009-4704-931E-EB42CAD720E6,J--CLOSED,NA,FRIDAY,FEMALE,1,NA
D428F007-5EC2-44DB-86AA-A57CA87C53F3,H--WARRANT ISSUED,NA,THURSDAY,FEMALE,1,1
D460796D-2636-4CC8-8D5E-BC101667D150,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,2,NA
FE828354-3B88-47AA-B1C2-E0B82C43F21C,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
72A6AC98-18A6-4F05-A5A6-72C119D693AE,J--CLOSED,NA,FRIDAY,NA,1,2
4E5170CA-8611-4448-830F-C886E4837D19,I--INVESTIGATION PENDING,NA,SATURDAY,MALE,1,1
6056D52C-0D9D-4210-B187-78B2A0B8D790,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
5339A4B0-A8EE-4C6F-BDA6-9436B0FF7C66,H--WARRANT ISSUED,NA,TUESDAY,FEMALE,3,1
CD86007E-079B-4B09-8F26-5A0733F12010,Z--EARLY CLOSED,NA,THURSDAY,FEMALE,1,NA
41FB28A9-642D-4757-BFB0-00F36055CEE2,I--INVESTIGATION PENDING,NA,WEDNESDAY,MALE,2,2
AFD9F7E0-FE38-4942-89E1-25211547ADCB,F--CLEARED BY ARREST - ADULT,1 - DOOR,MONDAY,MALE,2,5
21EC8B31-3C96-4947-BFC7-BF422B55A451,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,FEMALE,1,NA
C680E748-C333-4403-BD81-D12BD6ACB2B9,D--VICTIM REFUSED TO COOPERATE,NA,MONDAY,FEMALE,2,1
FB67395C-DF62-4878-9D38-6482E391B4F1,J--CLOSED,NA,MONDAY,MALE,1,2
CFE73E42-F79F-471C-8253-C1A45BAF9000,D--VICTIM REFUSED TO COOPERATE,NA,WEDNESDAY,FEMALE,1,1
E67748F5-3190-4597-A43F-147A90175EAE,I--INVESTIGATION PENDING,NA,WEDNESDAY,NA,1,1
A6A9AF65-0BF0-479E-B87A-CC394E559020,J--CLOSED,1 - DOOR,TUESDAY,MALE,1,3
CCA48856-D6EB-4C2C-9208-89F3826166A3,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,1
995F8D66-B3AB-4938-B482-1B2C54F2DCFB,Z--EARLY CLOSED,NA,NA,MALE,1,NA
F6D4BE2D-BD74-493A-BD9C-82D29D1F8B8E,F--CLEARED BY ARREST - ADULT,NA,MONDAY,FEMALE,1,NA
45D613DB-1428-42B8-8D0B-3EC9F2760727,D--VICTIM REFUSED TO COOPERATE,NA,THURSDAY,MALE,1,1
203F73D2-103F-4CA0-8DA0-234C061138A7,B--PROSECUTION DECLINED,NA,WEDNESDAY,MALE,3,2
4FD5939A-8879-4B06-ABA5-C056D2BA2E07,NA,NA,SATURDAY,MALE,1,1
A2F762C0-ACAA-401D-B93E-998924F28BD8,Z--EARLY CLOSED,NA,FRIDAY,MALE,1,1
A3A60424-A99F-42BA-840E-FEC7E04948C2,K--UNFOUNDED,NA,THURSDAY,FEMALE,1,1
B3D4DC3C-3093-41CE-89EF-496F232CE3D6,Z--EARLY CLOSED,NA,TUESDAY,FEMALE,1,2
E379FC81-201D-42AC-8487-48936FD3FF16,H--WARRANT ISSUED,NA,SUNDAY,FEMALE,1,1
02539FEC-1864-41E3-B5DC-BCAFB464A88A,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
3F51EC18-28F7-4C82-816C-D5601F106190,D--VICTIM REFUSED TO COOPERATE,NA,THURSDAY,FEMALE,2,1
6585E66B-1697-4DC3-A3E3-2EAB8C6C1879,G--CLEARED BY ARREST - JUVENILE,NA,WEDNESDAY,NA,1,NA
F896FAC4-BC9A-4B6D-8068-248481AD7F25,H--WARRANT ISSUED,NA,FRIDAY,NA,1,1
1CDFEA14-F6F9-4110-9309-1E22B963B361,F--CLEARED BY ARREST - ADULT,NA,MONDAY,FEMALE,1,1
92899886-64BA-4296-B7E4-5AD0B5F46786,I--INVESTIGATION PENDING,NA,SUNDAY,FEMALE,1,1
4A4F9015-0070-41FC-9530-E3312B6D3A27,Z--EARLY CLOSED,NA,THURSDAY,NA,1,NA
B4186A02-DA72-4011-AF09-7684F97135B5,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,1,1
9435F6D8-55A4-4DBD-9033-9D1FFD91F29C,J--CLOSED,NA,MONDAY,FEMALE,2,1
0A3C66C1-BB74-4842-975C-9BCD873CA146,D--VICTIM REFUSED TO COOPERATE,NA,THURSDAY,FEMALE,1,1
E29363D8-81C2-493A-8073-027BE0734D69,Z--EARLY CLOSED,NA,SATURDAY,NA,1,NA
DCC4DFEC-6A45-4361-9308-42FECCEF11EB,K--UNFOUNDED,NA,SATURDAY,FEMALE,1,1
E26F7B03-A327-491C-B7D6-EC981C83731D,I--INVESTIGATION PENDING,NA,THURSDAY,MALE,1,7
036FAD5F-0410-40F5-B07F-5833A791FE46,J--CLOSED,1 - DOOR,SUNDAY,MALE,2,NA
184C7ECE-5A60-44EF-9648-A4200CFF04C9,Z--EARLY CLOSED,NA,NA,FEMALE,1,NA
CC3E164F-F115-46F9-9625-EC7663901051,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,1,1
1C92B822-E24A-46A7-A87B-877DF2CB78FD,I--INVESTIGATION PENDING,NA,FRIDAY,MALE,1,1
E49BA66B-92FF-4D16-9CD4-982F64E1BD58,I--INVESTIGATION PENDING,NA,MONDAY,MALE,1,1
4AE8877B-F760-486C-A486-15B47900EAD7,J--CLOSED,NA,THURSDAY,FEMALE,1,NA
6ADB4D35-3BDE-468E-B7D9-DE1C3898D1C1,J--CLOSED,NA,TUESDAY,FEMALE,1,2
0B1F0BAB-4658-41F0-B821-BB33600E0A26,Z--EARLY CLOSED,NA,TUESDAY,FEMALE,1,NA
51C133A6-A6F9-403E-8C62-B375A0C5B104,NA,NA,FRIDAY,FEMALE,1,1
1C9346BD-E30D-451C-A642-386665CC837F,Z--EARLY CLOSED,NA,SUNDAY,MALE,3,NA
788B9AFA-0ABC-46DF-AA45-EA17701A4DA1,K--UNFOUNDED,NA,TUESDAY,FEMALE,1,NA
B2B0ED39-702A-4442-8479-4079290638A8,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,1
3D34B246-3025-456F-9875-00F07DC7FD73,J--CLOSED,NA,MONDAY,FEMALE,1,3
F59E1504-C934-43A9-A4AA-1D0D8F810B84,J--CLOSED,NA,MONDAY,FEMALE,2,2
D1DA68A2-3AF9-449B-BD86-52DEE40B0FB1,Z--EARLY CLOSED,NA,MONDAY,MALE,1,NA
C25C4427-E33B-448C-BBAF-888DA8D3ABDC,Z--EARLY CLOSED,NA,MONDAY,FEMALE,1,NA
A6BA3DF5-8B5B-489A-961E-75EE21D1AD46,Z--EARLY CLOSED,NA,FRIDAY,MALE,1,3
4A713614-F6C6-489A-9151-B9044088D70D,F--CLEARED BY ARREST - ADULT,NA,THURSDAY,MALE,1,1
4C059D0B-6AB1-423B-B510-63D05B887E8A,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,NA
D3233B86-EED2-4EA5-B75F-CC9786B4E609,I--INVESTIGATION PENDING,NA,FRIDAY,FEMALE,1,1
66E4A178-92B5-4D47-AD79-AF4F7710C4FD,F--CLEARED BY ARREST - ADULT,NA,WEDNESDAY,NA,2,NA
A77D70B5-29C3-4691-93E3-A10BD4E47610,Z--EARLY CLOSED,NA,SATURDAY,FEMALE,2,2
AC31E6F2-638B-40BD-8A4F-345198934498,NA,NA,MONDAY,FEMALE,1,1
703D29CD-74A3-4C6D-9B89-E626621918FC,Z--EARLY CLOSED,NA,SUNDAY,MALE,1,NA
888579F6-162F-4BE6-B2C0-27C503CAFDC7,J--CLOSED,NA,WEDNESDAY,FEMALE,2,2
1AB75F32-1417-4CCD-ADFC-4701A0F66EB6,H--WARRANT ISSUED,NA,SATURDAY,NA,1,1
A08F95F5-4F57-4DA4-AFEA-C67B5C2820A8,I--INVESTIGATION PENDING,NA,SATURDAY,FEMALE,1,NA
DB1D0709-0811-4C82-8172-10FE7F377190,Z--EARLY CLOSED,NA,TUESDAY,MALE,2,NA
43E0BACD-9A68-4E8B-AAE7-498C7273EA8F,F--CLEARED BY ARREST - ADULT,1 - DOOR,MONDAY,NA,1,NA
46B7A136-30E8-4F40-820D-CFE62541FE9C,G--CLEARED BY ARREST - JUVENILE,NA,THURSDAY,MALE,2,NA
C680E748-C333-4403-BD81-D12BD6ACB2B9,D--VICTIM REFUSED TO COOPERATE,NA,MONDAY,FEMALE,2,1
0F694597-EAAC-4A1B-BA54-A92952753965,D--VICTIM REFUSED TO COOPERATE,NA,MONDAY,FEMALE,1,1
5DF44E48-3369-46DB-B5D7-02846497420C,Z--EARLY CLOSED,2 - WINDOW,MONDAY,FEMALE,1,3
827F177B-8B2A-49D5-AE9F-F97634D7808C,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,1,NA
A9F9F88E-3C09-469A-96D1-B9DFBFC09B59,H--WARRANT ISSUED,NA,SUNDAY,FEMALE,1,1
BF2665D4-991B-4F8E-ACB4-3AE6EFFA5EFA,I--INVESTIGATION PENDING,NA,SATURDAY,FEMALE,3,1
43147888-AF20-4B0D-B4E9-BB9EEE042D92,Z--EARLY CLOSED,NA,FRIDAY,FEMALE,1,NA
AFD9F7E0-FE38-4942-89E1-25211547ADCB,F--CLEARED BY ARREST - ADULT,1 - DOOR,MONDAY,FEMALE,2,5
24CE0906-68BB-4D02-81F0-A3E35489DF15,J--CLOSED,NA,WEDNESDAY,FEMALE,1,2
0EA6C1E1-DC3E-425B-BB53-10D2F49538DB,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,1,1
54284E73-1F17-4F86-8243-5D417BDC1BC0,Z--EARLY CLOSED,NA,SUNDAY,FEMALE,1,1
85CB6546-4AAE-4FB7-B5E6-076067D2E2E5,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,MALE,1,1
F54B8DEF-37E1-419A-BFDE-B221A8E6572A,Z--EARLY CLOSED,NA,WEDNESDAY,MALE,1,NA
9AAE8795-D15B-445A-A782-602878EF0901,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,NA,1,NA
6027B82B-1F1F-4148-A96F-F9A8A51776E7,Z--EARLY CLOSED,NA,FRIDAY,MALE,1,NA
FA1E5E13-94DB-46A4-B137-0EF47323300D,F--CLEARED BY ARREST - ADULT,NA,FRIDAY,FEMALE,1,2
C3EF420F-DA1F-4032-BB34-374EB381FAAA,F--CLEARED BY ARREST - ADULT,NA,SATURDAY,MALE,1,1
809E7C11-6683-4CBA-9D36-F0AFE3EA8558,J--CLOSED,NA,SATURDAY,NA,1,1
0F02FA12-DC7B-4A8E-B30A-67FE90777486,K--UNFOUNDED,NA,SUNDAY,MALE,2,4
6117854A-F28C-4EA8-8356-87789B4D2FA1,H--WARRANT ISSUED,2 - WINDOW,THURSDAY,FEMALE,4,1
0E1C3F04-5EC7-48A9-ACEB-06FC5F42C7CD,F--CLEARED BY ARREST - ADULT,NA,TUESDAY,MALE,2,NA
385507D9-2E62-4F53-A212-72FCA38BEC82,Z--EARLY CLOSED,NA,WEDNESDAY,FEMALE,1,1
5D036B3F-49D0-473B-94B7-1FE130C9FC72,Z--EARLY CLOSED,NA,TUESDAY,FEMALE,1,NA
47650462-2D76-493C-93C8-ADE0EF0B96F3,D--VICTIM REFUSED TO COOPERATE,NA,WEDNESDAY,FEMALE,1,1
EAB76458-AD31-4369-BFF1-FA025FE7441B,D--VICTIM REFUSED TO COOPERATE,NA,TUESDAY,MALE,1,2
877940A4-3E36-433C-AF4E-1817A3031ABE,I--INVESTIGATION PENDING,NA,WEDNESDAY,NA,1,NA
186BF8D0-112C-41E0-9CA4-729EBFD643C7,D--VICTIM REFUSED TO COOPERATE,NA,SUNDAY,MALE,1,1
4AEBD6A6-7C75-4CAC-953A-7896668D48A6,F--CLEARED BY ARREST - ADULT,NA,MONDAY,NA,1,NA
9803025E-47C1-4386-8A6D-FAEA24F8E7BD,J--CLOSED,1 - DOOR,TUESDAY,MALE,1,NA
D460796D-2636-4CC8-8D5E-BC101667D150,Z--EARLY CLOSED,NA,SATURDAY,MALE,2,NA
